,Unnamed: 0,Unnamed: 0.1,game_location,game_result,mp,fg,fga,fg_pct,fg2,fg2a,fg2_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,pts,opp_fg,opp_fga,opp_fg_pct,opp_fg2,opp_fg2a,opp_fg2_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_ft,opp_fta,opp_ft_pct,opp_pts,date_game,team_id,opp_id,year,dk_points_allowed
10063,10063,63,@,L 93-109 ,240,32,80,0.4,26,67,0.388,6,13,0.462,23,30,0.767,93,45,89,0.506,34,64,0.531,11,25,0.44,8,12,0.667,109,2014-03-19,ORL,PHO,2014,114.5
10064,10064,64,@,W 93-92 ,240,34,82,0.415,27,53,0.509,7,29,0.241,18,25,0.72,93,34,91,0.374,24,50,0.48,10,41,0.244,14,21,0.667,92,2014-03-21,NYK,PHI,2014,97.0
10065,10065,65,Home,W 93-91 ,240,37,84,0.44,32,69,0.464,5,15,0.333,14,23,0.609,93,28,74,0.378,17,35,0.486,11,39,0.282,24,27,0.889,91,2014-03-24,MIA,POR,2014,96.5
10066,10066,66,Home,L 93-99 ,240,37,81,0.457,31,62,0.5,6,19,0.316,13,21,0.619,93,37,75,0.493,23,47,0.489,14,28,0.5,11,12,0.917,99,2014-03-26,WAS,PHO,2014,106.0
10067,10067,67,@,L 93-100 ,240,41,81,0.506,39,69,0.565,2,12,0.167,9,16,0.563,93,40,81,0.494,31,61,0.508,9,20,0.45,11,14,0.786,100,2014-03-28,MEM,GSW,2014,104.5
10068,10068,68,Home,L 93-98 ,240,38,69,0.551,31,50,0.62,7,19,0.368,10,14,0.714,93,33,73,0.452,27,54,0.5,6,19,0.316,26,27,0.963,98,2014-03-30,ORL,TOR,2014,101.0
10069,10069,69,Home,W 93-83 ,240,34,66,0.515,27,41,0.659,7,25,0.28,18,22,0.818,93,35,70,0.5,27,44,0.614,8,26,0.308,5,10,0.5,83,2014-03-31,MIA,TOR,2014,87.0
10070,10070,70,Home,L 93-123 ,240,35,83,0.422,31,65,0.477,4,18,0.222,19,26,0.731,93,42,79,0.532,30,57,0.526,12,22,0.545,27,35,0.771,123,2014-04-02,PHI,CHA,2014,129.0
10071,10071,71,Home,L 93-109 ,240,35,81,0.432,29,60,0.483,6,21,0.286,17,27,0.63,93,39,97,0.402,33,76,0.434,6,21,0.286,25,31,0.806,109,2014-04-04,POR,PHO,2014,112.0
10072,10072,72,@,W 93-91 ,240,36,89,0.404,23,58,0.397,13,31,0.419,8,14,0.571,93,36,76,0.474,31,58,0.534,5,18,0.278,14,20,0.7,91,2014-04-06,DAL,SAC,2014,93.5
10073,10073,73,@,W 93-88 ,240,36,79,0.456,35,60,0.583,1,19,0.053,20,21,0.952,93,34,80,0.425,28,58,0.483,6,22,0.273,14,25,0.56,88,2014-04-11,ATL,BRK,2014,91.0
10074,10074,74,Home,L 93-95 ,240,34,79,0.43,26,49,0.531,8,30,0.267,17,23,0.739,93,35,80,0.438,29,55,0.527,6,25,0.24,19,31,0.613,95,2014-04-14,ATL,CHA,2014,98.0
10075,10075,75,@,L 93-114 ,240,36,80,0.45,29,53,0.547,7,27,0.259,14,16,0.875,93,46,78,0.59,32,49,0.653,14,29,0.483,8,15,0.533,114,2014-04-14,MIA,WAS,2014,121.0
10076,10076,76,Home,L 93-104 ,240,38,81,0.469,35,63,0.556,3,18,0.167,14,17,0.824,93,40,77,0.519,26,50,0.52,14,27,0.519,10,14,0.714,104,2014-10-29,UTA,HOU,2015,111.0
10077,10077,77,Home,W 93-90 ,240,34,87,0.391,27,57,0.474,7,30,0.233,18,25,0.72,93,28,65,0.431,22,44,0.5,6,21,0.286,28,34,0.824,90,2014-10-30,LAC,OKC,2015,93.0
10078,10078,78,Home,W 93-81 ,240,36,88,0.409,27,64,0.422,9,24,0.375,12,21,0.571,93,32,86,0.372,27,63,0.429,5,23,0.217,12,22,0.545,81,2014-10-31,MIL,PHI,2015,83.5
10079,10079,79,@,L 93-96 ,240,33,70,0.471,27,55,0.491,6,15,0.4,21,29,0.724,93,39,78,0.5,31,62,0.5,8,16,0.5,10,17,0.588,96,2014-11-02,CHA,NYK,2015,100.0
10080,10080,80,Home,W 93-81 ,240,31,76,0.408,27,62,0.435,4,14,0.286,27,37,0.73,93,29,86,0.337,25,62,0.403,4,24,0.167,19,29,0.655,81,2014-11-03,MEM,NOP,2015,83.0
10081,10081,81,Home,L 93-104 ,240,33,74,0.446,22,52,0.423,11,22,0.5,16,23,0.696,93,32,75,0.427,16,41,0.39,16,34,0.471,24,30,0.8,104,2014-11-03,PHI,HOU,2015,112.0
10082,10082,82,Home,W 93-92 ,240,40,88,0.455,35,70,0.5,5,18,0.278,8,11,0.727,93,29,82,0.354,26,68,0.382,3,14,0.214,31,34,0.912,92,2014-11-08,MIL,MEM,2015,93.5
10083,10083,83,@,L 93-101 ,240,36,80,0.45,30,56,0.536,6,24,0.25,15,22,0.682,93,36,78,0.462,30,60,0.5,6,18,0.333,23,27,0.852,101,2014-11-09,SAC,OKC,2015,104.0
10084,10084,84,Home,L 93-100 ,240,35,89,0.393,27,64,0.422,8,25,0.32,15,21,0.714,93,37,77,0.481,33,62,0.532,4,15,0.267,22,32,0.688,100,2014-11-13,TOR,CHI,2015,102.0
10085,10085,85,@,W 93-80 ,240,33,80,0.413,23,57,0.404,10,23,0.435,17,20,0.85,93,28,75,0.373,26,63,0.413,2,12,0.167,22,31,0.71,80,2014-11-14,SAS,LAL,2015,81.0
10086,10086,86,@,L 93-111 ,240,33,75,0.44,28,59,0.475,5,16,0.313,22,30,0.733,93,43,84,0.512,35,63,0.556,8,21,0.381,17,23,0.739,111,2014-11-15,UTA,TOR,2015,115.0
10087,10087,87,@,L 93-98 ,240,37,78,0.474,30,61,0.492,7,17,0.412,12,18,0.667,93,42,84,0.5,39,74,0.527,3,10,0.3,11,16,0.688,98,2014-11-15,ORL,WAS,2015,99.5
10088,10088,88,@,L 93-109 ,240,32,82,0.39,19,48,0.396,13,34,0.382,16,26,0.615,93,41,76,0.539,35,62,0.565,6,14,0.429,21,27,0.778,109,2014-11-16,DEN,NYK,2015,112.0
10089,10089,89,Home,L 93-107 ,240,32,80,0.4,21,56,0.375,11,24,0.458,18,24,0.75,93,41,79,0.519,28,53,0.528,13,26,0.5,12,15,0.8,107,2014-11-17,DET,ORL,2015,113.5
10090,10090,90,@,L 93-119 ,240,34,78,0.436,26,44,0.591,8,34,0.235,17,21,0.81,93,46,86,0.535,39,69,0.565,7,17,0.412,20,22,0.909,119,2014-11-17,HOU,MEM,2015,122.5
10091,10091,91,@,L 93-102 ,240,38,85,0.447,33,66,0.5,5,19,0.263,12,19,0.632,93,38,76,0.5,31,57,0.544,7,19,0.368,19,23,0.826,102,2014-11-17,NOP,POR,2015,105.5
10092,10092,92,Home,L 93-110 ,240,30,67,0.448,24,41,0.585,6,26,0.231,27,31,0.871,93,43,77,0.558,30,46,0.652,13,31,0.419,11,17,0.647,110,2014-11-20,MIA,LAC,2015,116.5
10093,10093,93,Home,L 93-110 ,240,35,81,0.432,32,65,0.492,3,16,0.188,20,29,0.69,93,32,80,0.4,24,56,0.429,8,24,0.333,38,42,0.905,110,2014-11-22,CLE,TOR,2015,114.0
10094,10094,94,@,L 93-94 ,240,37,79,0.468,30,58,0.517,7,21,0.333,12,16,0.75,93,33,66,0.5,22,43,0.512,11,23,0.478,17,19,0.895,94,2014-11-23,CHA,MIA,2015,99.5
10095,10095,95,Home,L 93-99 ,240,33,81,0.407,25,62,0.403,8,19,0.421,19,24,0.792,93,36,80,0.45,31,58,0.534,5,22,0.227,22,25,0.88,99,2014-11-26,LAL,MEM,2015,101.5
10096,10096,96,Home,L 93-104 ,240,33,91,0.363,22,68,0.324,11,23,0.478,16,24,0.667,93,37,79,0.468,28,58,0.483,9,21,0.429,21,27,0.778,104,2014-11-30,DET,GSW,2015,108.5
10097,10097,97,@,W 93-90 ,240,35,76,0.461,30,61,0.492,5,15,0.333,18,25,0.72,93,34,85,0.4,27,59,0.458,7,26,0.269,15,18,0.833,90,2014-11-30,ORL,PHO,2015,93.5
10098,10098,98,@,L 93-107 ,240,39,90,0.433,37,81,0.457,2,9,0.222,13,20,0.65,93,39,86,0.453,27,53,0.509,12,33,0.364,17,25,0.68,107,2014-11-30,MIN,POR,2015,113.0
10099,10099,99,Home,L 93-98 ,240,35,81,0.432,24,53,0.453,11,28,0.393,12,14,0.857,93,39,89,0.438,33,72,0.458,6,17,0.353,14,20,0.7,98,2014-12-02,NYK,BRK,2015,101.0
10100,10100,0,@,L 93-95 (OT),265,36,101,0.356,24,69,0.348,12,32,0.375,9,12,0.75,93,37,90,0.411,28,71,0.394,9,19,0.474,12,18,0.667,95,2014-12-03,SAS,BRK,2015,99.5
10101,10101,1,Home,L 93-98 ,240,36,79,0.456,28,63,0.444,8,16,0.5,13,21,0.619,93,37,74,0.5,30,57,0.526,7,17,0.412,17,20,0.85,98,2014-12-05,UTA,ORL,2015,101.5
10102,10102,2,@,L 93-101 ,240,34,93,0.366,23,66,0.348,11,27,0.407,14,21,0.667,93,36,88,0.409,28,71,0.394,8,17,0.471,21,26,0.808,101,2014-12-07,WAS,BOS,2015,105.0
10103,10103,3,@,L 93-104 ,240,37,78,0.474,28,59,0.475,9,19,0.474,10,13,0.769,93,40,80,0.5,36,65,0.554,4,15,0.267,20,26,0.769,104,2014-12-09,NYK,NOP,2015,106.0
10104,10104,4,@,L 93-105 ,240,37,90,0.411,28,55,0.509,9,35,0.257,10,15,0.667,93,40,81,0.494,32,58,0.552,8,23,0.348,17,20,0.85,105,2014-12-10,HOU,GSW,2015,109.0
10105,10105,5,@,W 93-75 ,240,33,71,0.465,24,53,0.453,9,18,0.5,18,21,0.857,93,28,80,0.35,24,58,0.414,4,22,0.182,15,18,0.833,75,2014-12-14,CHI,MIA,2015,77.0
10106,10106,6,Home,W 93-84 ,240,41,84,0.488,37,71,0.521,4,13,0.308,7,12,0.583,93,30,78,0.385,25,61,0.41,5,17,0.294,19,28,0.679,84,2014-12-14,WAS,UTA,2015,86.5
10107,10107,7,Home,W 93-86 ,240,36,83,0.434,29,62,0.468,7,21,0.333,14,17,0.824,93,35,93,0.376,29,64,0.453,6,29,0.207,10,14,0.714,86,2014-12-15,ATL,CHI,2015,89.0
10108,10108,8,@,L 93-99 ,240,32,77,0.416,29,64,0.453,3,13,0.231,26,26,1.0,93,37,86,0.43,28,60,0.467,9,26,0.346,16,20,0.8,99,2014-12-20,SAS,DAL,2015,103.5
10109,10109,9,@,L 93-113 ,240,36,92,0.391,31,76,0.408,5,16,0.313,16,21,0.762,93,42,86,0.488,32,62,0.516,10,24,0.417,19,25,0.76,113,2014-12-25,LAL,CHI,2015,118.0
10110,10110,10,@,L 93-114 ,240,36,81,0.444,33,67,0.493,3,14,0.214,18,33,0.545,93,42,88,0.477,24,45,0.533,18,43,0.419,12,14,0.857,114,2014-12-26,PHI,POR,2015,123.0
10111,10111,11,@,L 93-95 (OT),265,34,89,0.382,26,61,0.426,8,28,0.286,17,20,0.85,93,39,89,0.438,33,65,0.508,6,24,0.25,11,18,0.611,95,2014-12-31,NOP,SAS,2015,98.0
10112,10112,12,Home,L 93-105 ,240,34,82,0.415,24,53,0.453,10,29,0.345,15,19,0.789,93,39,86,0.453,27,52,0.519,12,34,0.353,15,24,0.625,105,2015-01-07,CLE,HOU,2015,111.0
10113,10113,13,Home,W 93-90 ,240,33,74,0.446,26,57,0.456,7,17,0.412,20,26,0.769,93,35,88,0.398,27,66,0.409,8,22,0.364,12,16,0.75,90,2015-01-07,DEN,ORL,2015,94.0
10114,10114,14,@,L 93-98 ,240,37,88,0.42,28,57,0.491,9,31,0.29,10,10,1.0,93,34,80,0.425,23,47,0.489,11,33,0.333,19,26,0.731,98,2015-01-10,BRK,DET,2015,103.5
10115,10115,15,Home,L 93-108 ,240,32,81,0.395,29,66,0.439,3,15,0.2,26,26,1.0,93,41,84,0.488,32,60,0.533,9,24,0.375,17,20,0.85,108,2015-01-10,MIN,SAS,2015,112.5
10116,10116,16,Home,W 93-92 ,240,32,80,0.4,21,56,0.375,11,24,0.458,18,25,0.72,93,29,87,0.333,25,69,0.362,4,18,0.222,30,42,0.714,92,2015-01-10,PHI,IND,2015,94.0
10117,10117,17,@,L 93-101 ,240,38,96,0.396,29,67,0.433,9,29,0.31,8,12,0.667,93,37,75,0.493,31,63,0.492,6,12,0.5,21,24,0.875,101,2015-01-13,SAS,WAS,2015,104.0
10118,10118,18,Home,L 93-98 ,240,33,86,0.384,29,73,0.397,4,13,0.308,23,35,0.657,93,37,85,0.435,29,64,0.453,8,21,0.381,16,20,0.8,98,2015-01-14,CHA,SAS,2015,102.0
10119,10119,19,Home,L 93-95 ,240,31,72,0.431,24,47,0.511,7,25,0.28,24,29,0.828,93,39,82,0.476,34,65,0.523,5,17,0.294,12,20,0.6,95,2015-01-18,TOR,NOP,2015,97.5
10120,10120,20,Home,W 93-82 ,240,37,84,0.44,28,54,0.519,9,30,0.3,10,14,0.714,93,29,82,0.354,20,47,0.426,9,35,0.257,15,26,0.577,82,2015-01-19,ATL,DET,2015,86.5
10121,10121,21,@,L 93-102 ,240,33,84,0.393,21,55,0.382,12,29,0.414,15,21,0.714,93,39,82,0.476,30,61,0.492,9,21,0.429,15,19,0.789,102,2015-01-19,BOS,LAC,2015,106.5
10122,10122,22,@,L 93-103 ,240,36,87,0.414,26,61,0.426,10,26,0.385,11,18,0.611,93,40,83,0.482,30,58,0.517,10,25,0.4,13,13,1.0,103,2015-01-23,OKC,ATL,2015,108.0
10123,10123,23,@,W 93-85 ,240,39,85,0.459,29,68,0.426,10,17,0.588,5,7,0.714,93,32,82,0.39,29,67,0.433,3,15,0.2,18,24,0.75,85,2015-01-28,DEN,NOP,2015,86.5
10124,10124,24,@,W 93-87 ,240,35,84,0.417,27,54,0.5,8,30,0.267,15,20,0.75,93,32,90,0.356,25,66,0.379,7,24,0.292,16,23,0.696,87,2015-01-30,HOU,BOS,2015,90.5
10125,10125,25,@,W 93-72 ,240,34,82,0.415,21,53,0.396,13,29,0.448,12,20,0.6,93,29,88,0.33,20,59,0.339,9,29,0.31,5,10,0.5,72,2015-01-30,DAL,MIA,2015,76.5
10126,10126,26,@,L 93-99 ,240,36,87,0.414,32,69,0.464,4,18,0.222,17,27,0.63,93,39,90,0.433,33,68,0.485,6,22,0.273,15,17,0.882,99,2015-01-30,CHI,PHO,2015,102.0
10127,10127,27,Home,L 93-108 ,240,33,78,0.423,25,54,0.463,8,24,0.333,19,24,0.792,93,42,74,0.568,31,53,0.585,11,21,0.524,13,22,0.591,108,2015-01-31,ORL,DAL,2015,113.5
10128,10128,28,Home,L 93-109 ,240,35,79,0.443,25,46,0.543,10,33,0.303,13,18,0.722,93,40,81,0.494,31,62,0.5,9,19,0.474,20,23,0.87,109,2015-02-04,TOR,BRK,2015,113.5
10129,10129,29,@,L 93-100 ,240,37,80,0.463,30,60,0.5,7,20,0.35,12,18,0.667,93,38,84,0.452,24,57,0.421,14,27,0.519,10,14,0.714,100,2015-02-06,UTA,PHO,2015,107.0
10130,10130,30,@,L 93-96 ,240,36,86,0.419,29,57,0.509,7,29,0.241,14,20,0.7,93,37,75,0.493,29,55,0.527,8,20,0.4,14,19,0.737,96,2015-02-07,BOS,MIL,2015,100.0
10131,10131,31,Home,L 93-95 ,240,36,88,0.409,28,67,0.418,8,21,0.381,13,13,1.0,93,37,89,0.416,31,64,0.484,6,25,0.24,15,17,0.882,95,2015-02-09,IND,SAS,2015,98.0
10132,10132,32,@,L 93-113 ,240,34,84,0.405,25,60,0.417,9,24,0.375,16,20,0.8,93,44,78,0.564,34,53,0.642,10,25,0.4,15,19,0.789,113,2015-02-11,MIA,CLE,2015,118.0
10133,10133,33,Home,L 93-106 ,240,34,74,0.459,27,59,0.458,7,15,0.467,18,25,0.72,93,40,75,0.533,31,55,0.564,9,20,0.45,17,18,0.944,106,2015-02-11,NOP,IND,2015,110.5
10134,10134,34,@,L 93-95 ,240,39,85,0.459,34,64,0.531,5,21,0.238,10,16,0.625,93,31,76,0.408,20,50,0.4,11,26,0.423,22,26,0.846,95,2015-02-11,WAS,TOR,2015,100.5
10135,10135,35,Home,L 93-102 ,240,33,82,0.402,24,58,0.414,9,24,0.375,18,30,0.6,93,34,77,0.442,20,40,0.5,14,37,0.378,20,24,0.833,102,2015-02-24,DET,CLE,2015,109.0
10136,10136,36,@,W 93-90 (OT),265,32,84,0.381,26,53,0.491,6,31,0.194,23,32,0.719,93,33,78,0.423,27,56,0.482,6,22,0.273,18,31,0.581,90,2015-02-25,MIA,ORL,2015,93.0
10137,10137,37,Home,W 93-86 ,240,34,80,0.425,28,63,0.444,6,17,0.353,19,29,0.655,93,33,92,0.359,24,63,0.381,9,29,0.31,11,14,0.786,86,2015-02-27,IND,CLE,2015,90.5
10138,10138,38,@,L 93-101 ,240,34,87,0.391,30,70,0.429,4,17,0.235,21,29,0.724,93,40,85,0.471,34,67,0.507,6,18,0.333,15,22,0.682,101,2015-02-27,MIL,LAL,2015,104.0
10139,10139,39,@,W 93-91 ,240,34,79,0.43,24,54,0.444,10,25,0.4,15,20,0.75,93,32,81,0.395,25,55,0.455,7,26,0.269,20,21,0.952,91,2015-02-28,ATL,MIA,2015,94.5
10140,10140,40,@,L 93-102 ,240,35,74,0.473,25,53,0.472,10,21,0.476,13,16,0.813,93,38,79,0.481,32,63,0.508,6,16,0.375,20,22,0.909,102,2015-03-02,NOP,DAL,2015,105.0
10141,10141,41,@,W 93-82 ,240,36,80,0.45,31,55,0.564,5,25,0.2,16,19,0.842,93,33,82,0.402,30,71,0.423,3,11,0.273,13,19,0.684,82,2015-03-03,UTA,MEM,2015,83.5
10142,10142,42,@,L 93-102 ,240,34,80,0.425,29,66,0.439,5,14,0.357,20,25,0.8,93,37,73,0.507,23,39,0.59,14,34,0.412,14,25,0.56,102,2015-03-04,MIL,GSW,2015,109.0
10143,10143,43,Home,L 93-98 (OT),265,37,96,0.385,26,65,0.4,11,31,0.355,8,18,0.444,93,34,87,0.391,26,55,0.473,8,32,0.25,22,29,0.759,98,2015-03-04,LAC,POR,2015,102.0
10144,10144,44,@,L 93-103 ,240,37,102,0.363,31,73,0.425,6,29,0.207,13,17,0.765,93,38,91,0.418,32,63,0.508,6,28,0.214,21,25,0.84,103,2015-03-06,DET,HOU,2015,106.0
10145,10145,45,Home,L 93-100 ,240,38,82,0.463,36,68,0.529,2,14,0.143,15,21,0.714,93,38,78,0.487,29,52,0.558,9,26,0.346,15,22,0.682,100,2015-03-08,LAL,DAL,2015,104.5
10146,10146,46,Home,W 93-85 ,240,32,75,0.427,29,62,0.468,3,13,0.231,26,30,0.867,93,32,84,0.381,24,49,0.49,8,35,0.229,13,19,0.684,85,2015-03-10,LAL,DET,2015,89.0
10147,10147,47,@,W 93-89 ,240,35,83,0.422,27,55,0.491,8,28,0.286,15,21,0.714,93,34,85,0.4,25,61,0.41,9,24,0.375,12,15,0.8,89,2015-03-14,BOS,IND,2015,93.5
10148,10148,48,Home,W 93-75 ,240,40,90,0.444,34,72,0.472,6,18,0.333,7,13,0.538,93,32,81,0.395,29,63,0.46,3,18,0.167,8,15,0.533,75,2015-03-22,OKC,MIA,2015,76.5
10149,10149,49,@,W 93-86 ,240,34,77,0.442,25,53,0.472,9,24,0.375,16,23,0.696,93,28,69,0.406,23,50,0.46,5,19,0.263,25,37,0.676,86,2015-03-25,MIA,BOS,2015,88.5
10150,10150,50,Home,L 93-95 ,240,34,75,0.453,29,60,0.483,5,15,0.333,20,32,0.625,93,40,81,0.494,34,59,0.576,6,22,0.273,9,12,0.75,95,2015-03-25,NOP,HOU,2015,98.0
10151,10151,51,@,L 93-106 ,240,36,91,0.396,26,57,0.456,10,34,0.294,11,17,0.647,93,44,76,0.579,40,64,0.625,4,12,0.333,14,22,0.636,106,2015-04-01,PHI,WAS,2015,108.0
10152,10152,52,Home,W 93-74 ,240,36,83,0.434,28,67,0.418,8,16,0.5,13,18,0.722,93,28,80,0.35,24,62,0.387,4,18,0.222,14,20,0.7,74,2015-04-03,IND,CHO,2015,76.0
10153,10153,53,@,L 93-123 ,240,40,87,0.46,34,70,0.486,6,17,0.353,7,11,0.636,93,47,85,0.553,33,51,0.647,14,34,0.412,15,17,0.882,123,2015-04-03,DEN,SAS,2015,130.0
10154,10154,54,@,L 93-100 ,240,35,85,0.412,29,64,0.453,6,21,0.286,17,28,0.607,93,39,83,0.47,36,73,0.493,3,10,0.3,19,23,0.826,100,2015-04-13,ORL,MIA,2015,101.5
10155,10155,55,@,L 93-95 ,240,35,80,0.438,26,56,0.464,9,24,0.375,14,20,0.7,93,38,99,0.384,32,72,0.444,6,27,0.222,13,15,0.867,95,2015-04-14,TOR,BOS,2015,98.0
10156,10156,56,Home,L 93-103 ,240,31,85,0.365,21,51,0.412,10,34,0.294,21,28,0.75,93,40,87,0.46,29,57,0.509,11,30,0.367,12,16,0.75,103,2015-11-01,LAL,DAL,2016,108.5
10157,10157,57,@,L 93-117 ,240,35,92,0.38,26,66,0.394,9,26,0.346,14,19,0.737,93,45,86,0.523,32,61,0.525,13,25,0.52,14,18,0.778,117,2015-11-01,DEN,OKC,2016,123.5
10158,10158,58,Home,L 93-102 (OT),265,33,93,0.355,22,61,0.361,11,32,0.344,16,23,0.696,93,39,96,0.406,32,80,0.4,7,16,0.438,17,27,0.63,102,2015-11-07,CHI,MIN,2016,105.5
10159,10159,59,@,L 93-95 ,240,42,86,0.488,38,65,0.585,4,21,0.19,5,7,0.714,93,35,84,0.417,27,61,0.443,8,23,0.348,17,28,0.607,95,2015-11-11,NYK,CHO,2016,99.0
10160,10160,60,@,L 93-106 ,240,36,76,0.474,30,56,0.536,6,20,0.3,15,20,0.75,93,42,103,0.408,31,70,0.443,11,33,0.333,11,12,0.917,106,2015-11-13,ATL,BOS,2016,111.5
10161,10161,61,@,L 93-102 ,240,34,87,0.391,26,62,0.419,8,25,0.32,17,23,0.739,93,32,76,0.421,22,49,0.449,10,27,0.37,28,31,0.903,102,2015-11-13,UTA,ORL,2016,107.0
10162,10162,62,Home,W 93-80 ,240,38,89,0.427,31,66,0.47,7,23,0.304,10,13,0.769,93,31,75,0.413,24,56,0.429,7,19,0.368,11,13,0.846,80,2015-11-16,SAS,POR,2016,83.5
10163,10163,63,Home,W 93-89 ,240,35,72,0.486,28,50,0.56,7,22,0.318,16,22,0.727,93,34,80,0.425,29,60,0.483,5,20,0.25,16,18,0.889,89,2015-11-18,UTA,TOR,2016,91.5
10164,10164,64,@,L 93-102 ,240,35,80,0.438,29,60,0.483,6,20,0.3,17,21,0.81,93,39,83,0.47,31,55,0.564,8,28,0.286,16,17,0.941,102,2015-11-20,UTA,DAL,2016,106.0
10165,10165,65,@,W 93-90 ,240,33,72,0.458,21,52,0.404,12,20,0.6,15,23,0.652,93,35,92,0.38,32,63,0.508,3,29,0.103,17,23,0.739,90,2015-11-20,NYK,OKC,2016,91.5
10166,10166,66,Home,L 93-107 ,240,32,88,0.364,26,70,0.371,6,18,0.333,23,27,0.852,93,43,87,0.494,35,62,0.565,8,25,0.32,13,17,0.765,107,2015-11-22,LAL,POR,2016,111.0
10167,10167,67,@,W 93-88 ,240,33,86,0.384,26,68,0.382,7,18,0.389,20,23,0.87,93,31,88,0.352,25,66,0.379,6,22,0.273,20,27,0.741,88,2015-11-24,CHI,POR,2016,91.0
10168,10168,68,Home,L 93-102 ,240,30,71,0.423,20,37,0.541,10,34,0.294,23,27,0.852,93,39,80,0.488,36,64,0.563,3,16,0.188,21,23,0.913,102,2015-11-25,HOU,MEM,2016,103.5
10169,10169,69,Home,L 93-96 ,240,29,77,0.377,25,58,0.431,4,19,0.211,31,38,0.816,93,38,86,0.442,33,69,0.478,5,17,0.294,15,20,0.75,96,2015-12-01,MIN,ORL,2016,98.5
10170,10170,70,@,L 93-95 ,240,36,82,0.439,27,51,0.529,9,31,0.29,12,17,0.706,93,36,90,0.4,31,75,0.413,5,15,0.333,18,24,0.75,95,2015-12-06,PHO,MEM,2016,97.5
10171,10171,71,Home,L 93-111 ,240,37,90,0.411,33,77,0.429,4,13,0.308,15,18,0.833,93,40,81,0.494,28,53,0.528,12,28,0.429,19,24,0.792,111,2015-12-07,NOP,BOS,2016,117.0
10172,10172,72,@,L 93-102 ,240,34,83,0.41,27,64,0.422,7,19,0.368,18,20,0.9,93,34,74,0.459,25,49,0.51,9,25,0.36,25,32,0.781,102,2015-12-07,LAL,TOR,2016,106.5
10173,10173,73,@,W 93-92 ,240,41,88,0.466,37,73,0.507,4,15,0.267,7,13,0.538,93,37,87,0.425,29,58,0.5,8,29,0.276,10,15,0.667,92,2015-12-09,MEM,DET,2016,96.0
10174,10174,74,Home,L 93-98 ,240,36,88,0.409,25,53,0.472,11,35,0.314,10,10,1.0,93,40,96,0.417,31,71,0.437,9,25,0.36,9,10,0.9,98,2015-12-12,CHA,BOS,2016,102.5
10175,10175,75,@,W 93-92 ,240,35,78,0.449,20,48,0.417,15,30,0.5,8,14,0.571,93,39,88,0.443,35,70,0.5,4,18,0.222,10,12,0.833,92,2015-12-22,DET,MIA,2016,94.0
10176,10176,76,Home,L 93-99 ,240,35,91,0.385,29,66,0.439,6,25,0.24,17,25,0.68,93,39,84,0.464,35,61,0.574,4,23,0.174,17,23,0.739,99,2015-12-26,DET,BOS,2016,101.0
10177,10177,77,@,L 93-103 ,240,38,79,0.481,34,65,0.523,4,14,0.286,13,15,0.867,93,38,84,0.452,28,62,0.452,10,22,0.455,17,26,0.654,103,2015-12-28,MIL,DAL,2016,108.0
10178,10178,78,Home,W 93-87 ,240,38,87,0.437,31,61,0.508,7,26,0.269,10,18,0.556,93,31,74,0.419,25,49,0.51,6,25,0.24,19,25,0.76,87,2015-12-28,IND,ATL,2016,90.0
10179,10179,79,@,W 93-87 ,240,38,86,0.442,34,64,0.531,4,22,0.182,13,22,0.591,93,37,89,0.416,32,65,0.492,5,24,0.208,8,11,0.727,87,2015-12-29,CLE,DEN,2016,89.5
10180,10180,80,@,L 93-100 ,240,35,83,0.422,32,63,0.508,3,20,0.15,20,22,0.909,93,36,82,0.439,27,56,0.482,9,26,0.346,19,21,0.905,100,2015-12-30,BRK,ORL,2016,104.5
10181,10181,81,Home,W 93-84 ,240,33,87,0.379,28,71,0.394,5,16,0.313,22,29,0.759,93,31,84,0.369,27,60,0.45,4,24,0.167,18,25,0.72,84,2016-01-01,LAL,PHI,2016,86.0
10182,10182,82,@,W 93-91 ,240,33,68,0.485,22,42,0.524,11,26,0.423,16,21,0.762,93,30,75,0.4,18,46,0.391,12,29,0.414,19,25,0.76,91,2016-01-04,HOU,UTA,2016,97.0
10183,10183,83,@,W 93-87 ,240,36,77,0.468,30,57,0.526,6,20,0.3,15,21,0.714,93,33,79,0.418,29,63,0.46,4,16,0.25,17,22,0.773,87,2016-01-10,DAL,MIN,2016,89.0
10184,10184,84,@,L 93-113 ,240,34,85,0.4,29,73,0.397,5,12,0.417,20,23,0.87,93,47,89,0.528,42,66,0.636,5,23,0.217,14,22,0.636,113,2016-01-15,MIN,OKC,2016,115.5
10185,10185,85,Home,L 93-112 ,240,32,90,0.356,28,65,0.431,4,25,0.16,25,31,0.806,93,43,89,0.483,37,69,0.536,6,20,0.3,20,28,0.714,112,2016-01-20,LAL,SAC,2016,115.0
10186,10186,86,@,L 93-115 ,240,33,70,0.471,25,50,0.5,8,20,0.4,19,25,0.76,93,45,81,0.556,34,53,0.642,11,28,0.393,14,16,0.875,115,2016-01-27,PHO,CLE,2016,120.5
